業管機關簡碼,業管子機關簡碼,CCTV 設備代碼,基礎路段代碼,參考影像圖片的監看方位,參考影像圖片,動態影像串流網址,設置地點位置類型,設備架設位置X坐標,設備架設位置Y坐標,地理識別碼,縣市代碼,縣市名稱,市區鄉鎮代碼,市區鄉鎮名稱,道路代碼,道路名稱,道路分類,所屬道路方向,路段起點描述,路段迄點描述,所在方向里程數,路側設備布設簡圖URL,來源端平台資料更新時間(yyyy-MM-ddHH:mm:ss),本平台資料更新時間(yyyy-MM-ddHH:mm:ss),資料代表時間(yyyy-MM-ddHH:mm:ss),資料代表日期(yyyy-MM-dd)
AuthorityCode,SubAuthorityCode,CCTVID,LinkID,Bearing,Image,VideoStreamUrl,LocationType,PositionLon,PositionLat,Geohash,CountyID,CountyName,TownID,TownName,RoadID,RoadName,RoadClass,RoadDirection,RoadSectionStart,RoadSectionEnd,LocationMile,LayoutMapURL,SrcUpdateTime,UpdateTime,InfoTime,InfoDate
TXG,,C000178,6047970200130B,,,http://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000178,1,120.63226,24.145601,wsmc359d,66000,臺中市,7,南屯區,604797B,五權西路二段,6,E,,,,,2022-10-24 00:01:16,2022-10-28 06:30:00,2022-10-24 00:01:16,2022-10-24
THB,THB-4R,CCTV-44-0080-152-03,3000800015391U,,,https://cctv-ss02.thb.gov.tw:443/T8-152K+480,1,121.454982,24.202283,wsq3evbu,10015,花蓮縣,11,秀林鄉,300080,台8線,3,E,,,152K+480,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
CHA,,CCTV22,6560490500050N,,,https://117.56.220.4:8401/Interface/Cameras/GetJPEGStream?Camera=cctv22&amp;amp;Width=320&amp;amp;Height=240&amp;amp;Quality=50&amp;amp;FPS=5&amp;amp;AuthUser=web,4,120.53906,24.08167,wsm8yzvv,10007,彰化縣,1,彰化市,,,0,,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-4R,CCTV-44-0080-182-01,3000800012687U,,,https://cctv-ss02.thb.gov.tw:443/T8-182K+210,1,121.606094,24.164206,wsq3rnyy,10015,花蓮縣,11,秀林鄉,300080,台8線,3,E,,,182K+210,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
KHH,,64000C000337,6208600100040E,,,https://cctv4.kctmc.nat.gov.tw/38fa31cf,1,120.29452,22.67535,wsj8crgv,64000,高雄市,3,左營區,620860E,翠華路,6,NE,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-1R,CCTV-11-0020-073-04,3000200007358F,,,https://cctv-ss01.thb.gov.tw:443/T2-73K+880(S),1,121.8252,25.12086,wsqwujn7,65000,新北市,12,瑞芳區,300020,台2線,3,E,,,73K+880,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-1R,CCTV-17-0620-013-02,1006200101300F,,,https://cctv-ss02.thb.gov.tw:443/T62-13K+155,1,121.769,25.11009,wsqwfgjk,65000,新北市,12,瑞芳區,100620,台62線,1,W,,,13K+155,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-4R,CCTV-41-0090-091-01,3000900009200G,,,https://cctv-ss02.thb.gov.tw:443/T9-091K+800,1,121.773166,24.6664,wsqs742s,10002,宜蘭縣,8,冬山鄉,300090,台9線,3,S,,,091K+800,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-2R,CCTV-23-0610-180-01,1006100018020N,,,https://cctv-ss04.thb.gov.tw:443/T61-180K+000,1,120.40844,24.0579917,wsm8ggwg,10007,彰化縣,6,福興鄉,100610,台61線,1,S,,,180K+000,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-2R,CCTV-23-1480-016-01,4014800101626N,,,https://cctv-ss03.thb.gov.tw:443/T148-016K+700,1,120.4986,23.953805,wsm8q08m,10007,彰化縣,11,溪湖鎮,401480,148線,4,W,,,16K+700,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TAO,,T239210,6371630100020H,,,https://cctvtraffic.tycg.gov.tw/camera158,1,121.20174,24.99982,wsqnnp06,68000,桃園市,2,中壢區,637163H,高鐵南路三段,6,NE,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
KHH,,64000C000138,6198340000060E,,,https://cctv3.kctmc.nat.gov.tw/205190e4,1,120.30485,22.59571,wsj8997m,64000,高雄市,9,前鎮區,619834E,成功二路,6,N,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
HSZ,,CCTV037-EC,6611020700040O,,,http://223.200.7.27/jpeg?cam=37,1,121.013761,24.784761,wsqhcxzt,10018,新竹市,1,東區,661102O,光復路一段,6,NW,,,,,2022-10-24 00:00:01,2022-10-28 06:30:00,2022-10-24 00:00:01,2022-10-24
THB,THB-4R,CCTV-42-009D-061-05,3000940106118U,,,https://cctv-ss02.thb.gov.tw:443/T9D-061K+850,1,121.73324,24.251754,wsq9fngk,10015,花蓮縣,11,秀林鄉,300094,台9丁線,3,N,,,061K+850,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
NAN,,CCTV-016,3001400007040M,,,https://trafficcctv.nantou.gov.tw/cctv/016.html,1,121.08813,24.00443,wsq0e3ve,10008,南投縣,13,仁愛鄉,300140,南投縣仁愛鄉中正路82號前紅綠燈桿,3,,,,,,2022-10-24 01:01:21,2022-10-28 06:30:00,2022-10-24 01:01:21,2022-10-24
THB,THB-2R,CCTV-28-0760-013-02,1007600001300N,,,https://cctv-ss04.thb.gov.tw:443/T76-013K+900E,1,120.499671,23.9945116,wsm8w014,10007,彰化縣,14,埔鹽鄉,100760,台76線,1,E,,,13K+900,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-4R,CCTV-43-0090-173-01,3000900017383U,,,https://cctv-ss06.thb.gov.tw:443/T9-173K+930,1,121.628836,24.11113,wsq3ptr3,10015,花蓮縣,4,新城鄉,300090,台9線,3,S,,,173K+930,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
NWT,,C000030,6252800300040F,,,http://atis.ntpc.gov.tw/ATIS/ShowFrame4CCTV/C000030,1,121.48511,24.99633,wsqqhqqy,65000,新北市,3,中和區,625280F,中正路,6,SE,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
NWT,,C000238,6276090700010F,,,http://atis.ntpc.gov.tw/ATIS/ShowFrame4CCTV/C000238,1,121.33047,24.96808,wsqq0cq1,65000,新北市,8,鶯歌區,627609F,鶯桃路,6,NW,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-1R,CCTV-11-0020-049-01,3000200004959F,,,https://cctv-ss01.thb.gov.tw:443/T2-49K+850,1,121.6894,25.18104,wsqx305d,65000,新北市,28,萬里區,300020,台2線,3,E,,,49K+850,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-5R,CCTV-52-0610-239-002,3001700009570P,,,https://cctv-ss06.thb.gov.tw:443/T61-239K+100,1,120.17145,23.64196,wsjqqxfh,10009,雲林縣,18,四湖鄉,300170,台61線,3,S,,,239K+100,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TPE,,T000029,6003920000000A,,,http://control.bote.gov.taipei/view_camera.html?ccd_id=29,1,121.54888,25.04497,wsqqmzm1,63000,臺北市,1,松山區,600392A,敦化南路一段,6,N,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-2R,CCTV-26-0210-061-01,3002100006063M,,,https://cctv-ss04.thb.gov.tw:443/T21-061K+020,1,120.9169245,23.87187576,wsjzz99p,10008,南投縣,9,魚池鄉,300210,台21線,3,S,,,61K+020,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
KHH,,64000C000324,6211030500000E,,,http://public:public00@220.130.185.37:7001/media/115fb33f-b4aa-ca68-a785-5d361a9ba733.mpjpeg?resolution=240p,1,120.30794,22.59261,wsj898ve,64000,高雄市,9,前鎮區,621103E,擴建一路,6,SW,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-5R,CCTV-54-0200-009-001,3002000000933D,,,https://cctv-ss06.thb.gov.tw:443/T20-9K+600,1,120.28343,23.03276,wsje10gx,67000,臺南市,31,永康區,300200,台20線,3,E,,,9K+600,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
NWT,,C000041,6275300000060F,,,http://atis.ntpc.gov.tw/ATIS/ShowFrame4CCTV/C000041,1,121.51675,24.97943,wsqqj5mg,65000,新北市,6,新店區,627530F,環河路,6,N,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-3R,CCTV-33-0110-087-01,3001100108733V,,,https://cctv-ss04.thb.gov.tw:443/T11-87K+800,1,121.443569,23.306239,wsnkedb8,10014,臺東縣,8,長濱鄉,300110,台11線,3,N,,,87K+800,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
NWT,,C000098,6269500100040F,,,http://atis.ntpc.gov.tw/ATIS/ShowFrame4CCTV/C000098,4,121.48097,25.04743,wsqqkrex,65000,新北市,2,三重區,626950F,無名道路11,6,NE,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
PIF,,C000004,6750950200000T,,,http://59.120.122.53/cctv/C000004.htm,1,120.539118,22.492247,wevxyytf,10013,屏東縣,20,南州鄉,675095T,東興路,6,E,,,,,2022-10-24 00:01:02,2022-10-28 06:30:00,2022-10-24 00:01:02,2022-10-24
THB,THB-2R,CCTV-28-0630-002-01,6076630200000B,,,https://cctv-ss04.thb.gov.tw:443/T63-2K+900,2,120.6716316,24.102293,wsmc1gwq,66000,臺中市,28,大里區,607663B,台63線,6,E,,,2K+900,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-4R,CCTV-42-009D-002-04,3000940000198G,,,https://cctv-ss02.thb.gov.tw:443/T9D-002K+380-1,1,121.856906,24.594254,wsqeuvjr,10002,宜蘭縣,3,蘇澳鎮,300094,台9丁線,3,S,,,002K+380,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TPE,,T000007,2000100100300A,,,http://control.bote.gov.taipei/view_camera.html?ccd_id=7,1,121.51673,25.02167,wsqqm5jc,63000,臺北市,5,中正區,200010,水源快速道路,2,NW,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
NWT,,C000262,6270470000140F,,,http://atis.ntpc.gov.tw/ATIS/ShowFrame4CCTV/C000262,2,121.4385,25.07855,wsqqemkv,65000,新北市,15,五股區,627047F,新五路二段,6,N,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-1R,CCTV-11-0020-047-03,3000200104711F,,,https://cctv-ss01.thb.gov.tw:443/T2-47K+673(N),1,121.6828,25.19643,wsqx2fye,65000,新北市,28,萬里區,300020,台2線,3,W,,,47K+673,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TXG,,C000087,6056300600020B,,,http://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000087,1,120.65288,24.146665,wsmc3eb8,66000,臺中市,4,西區,605630B,向上路一段,6,W,,,,,2022-10-24 00:01:16,2022-10-28 06:30:00,2022-10-24 00:01:16,2022-10-24
THB,THB-2R,CCTV-24-0140-024-01,3001400002436M,,,https://cctv-ss03.thb.gov.tw:443/T14-024K+700,1,120.736101,23.983268,wsmb7qj2,10008,南投縣,3,草屯鎮,300140,台14線,3,E,,,24K+700,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
KHH,,64000C000212,6210620200000E,,,https://cctv1.kctmc.nat.gov.tw/4ff10f0e,1,120.30334,22.65427,wsj8cs44,64000,高雄市,2,鼓山區,621062E,龍德新路,6,E,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-2R,CCTV-26-0210-060-01,3002110000003M,,,https://cctv-ss04.thb.gov.tw:443/T21-60K+950,1,120.9205608,23.87221063,wsjzz9g9,10008,南投縣,9,魚池鄉,300211,台21線,3,S,,,60K+950,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
KHH,,64000C000054,3000100037416E,,,https://cctv4.kctmc.nat.gov.tw/17b088d3,1,120.31705,22.66824,wsj8cysh,64000,高雄市,5,三民區,300010,台1線,3,S,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
TNN,,C009720,6142210200040D,,,https://trafficvideo.tainan.gov.tw/7296fb51,1,120.22663,23.00024,wsj6zg46,67000,臺南市,34,北區,614221D,小東路,6,E,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-1R,CCTV-15-0070-033-01,3000700003348H,,,https://cctv-ss03.thb.gov.tw:443/T7-33K+900,1,121.3501,24.73811,wsqk9rkm,68000,桃園市,13,復興區,300070,台7線,3,S,,,33K+900,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TXG,,C000248,6073700300030B,,,http://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000248,1,120.656919,24.192456,wsmc9s5e,66000,臺中市,6,西屯區,607370B,經貿路二段,6,SE,,,,,2022-10-24 00:01:16,2022-10-28 06:30:00,2022-10-24 00:01:16,2022-10-24
TPE,,T000136,6001710500060A,,,http://control.bote.gov.taipei/view_camera.html?ccd_id=136,1,121.55977,25.03304,wsqqqjjh,63000,臺北市,2,信義區,600171A,基隆路二段,6,SW,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-1R,CCTV-15-0070-045-02,3000700004488H,,,https://cctv-ss03.thb.gov.tw:443/T7-45K+900,1,121.3797,24.68269,wsqk6j65,68000,桃園市,13,復興區,300070,台7線,3,S,,,45K+900,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-3R,CCTV-33-0090-375-01,3000900037514V,,,https://cctv-ss05.thb.gov.tw:443/T9-375K+000,1,121.0413889,22.70555556,wsn14m7t,10014,臺東縣,1,臺東市,300090,台9線,3,S,,,375K+000,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
KHH,,64000C000266,6208800000010E,,,https://cctv9.kctmc.nat.gov.tw/play/jpg.php?devid={20acd921-4ab1-20b4-4d9d-cd46fc378e73}&amp;amp;L=33806a101aa5543ed05e71b6f76648a8,2,120.39762,22.50377,wsj858wv,64000,高雄市,13,林園區,620880E,鳳林路一段,6,N,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-5R,CCTV-56-0180-055-001,3001800005475Q,,,https://cctv-ss06.thb.gov.tw:443/T18-55K+130,1,120.66036,23.42952,wsjv39nn,10010,嘉義縣,16,番路鄉,300180,台18線,3,E,,,55K+130,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TPE,,T000246,6003730400010A,,,http://control.bote.gov.taipei/view_camera.html?ccd_id=246,1,121.51866,25.0721,wsqqthpp,63000,臺北市,6,大同區,600373A,承德路三段,6,S,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-3R,CCTV-33-0230-033-01,3002300103275V,,,https://cctv-ss05.thb.gov.tw:443/T23-33K+300,1,121.2870606,23.0300365,wsn5pbqx,10014,臺東縣,7,東河鄉,300230,台23線,3,N,,,33K+300,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-4R,CCTV-42-0090-166-02,3000900016579U,,,https://cctv-ss06.thb.gov.tw:443/T9-166K+230-2,1,121.652979,24.164928,wsq92r0f,10015,花蓮縣,11,秀林鄉,300090,台9線,3,S,,,166K+230,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-3R,CCTV-32-0240-009-01,3002400100862T,,,https://cctv-ss05.thb.gov.tw:443/T24-9K+350,1,120.55429,22.696007,wsj9p78v,10013,屏東縣,6,長治鄉,300240,台24線,3,W,,,9K+350,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-4R,CCTV-41-0090-093-01,3000900109256G,,,https://cctv-ss02.thb.gov.tw:443/T9-093K+200,1,121.780035,24.655165,wsqs70md,10002,宜蘭縣,8,冬山鄉,300090,台9線,3,N,,,093K+200,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-3R,CCTV-34-0200-100-03,3002000110201E,,,https://cctv-ss04.thb.gov.tw:443/T20-100K+000,1,120.805541,23.22554,wsjuhupf,64000,高雄市,37,桃源區,300200,台20線,3,W,,,100K+000,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
KHH,,64000C000101,6205090500000E,,,https://cctv4.kctmc.nat.gov.tw/647dc4e4,2,120.30371,22.67069,wsj8cx46,64000,高雄市,3,左營區,620509E,博愛三路,6,SW,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-4R,CCTV-42-0090-163-01,3000900016332U,,,https://cctv-ss06.thb.gov.tw:443/T9-163K+390-1,1,121.660272,24.18913,wsq987qr,10015,花蓮縣,11,秀林鄉,300090,台9線,3,S,,,163K+390,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
NWT,,C000303,6252880100080F,,,http://atis.ntpc.gov.tw/ATIS/ShowFrame4CCTV/C000303,2,121.44119,25.03345,wsqq7mny,65000,新北市,5,新莊區,625288F,中正路,6,NE,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-3R,CCTV-36-0200-196-01,3002000120014V,,,https://cctv-ss04.thb.gov.tw:443/T20-196K+000,1,121.143254,23.133457,wsn5semf,10014,臺東縣,12,海端鄉,300200,台20線,3,W,,,196K+000,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-2R,CCTV-22-0010-168-01,3000100116817B,,,https://cctv-ss03.thb.gov.tw:443/T1-168K+490,1,120.5483926,24.2361674,wsm9zhh9,66000,臺中市,14,梧棲區,300010,台1線,3,N,,,168K+490,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
NWT,,C000099,6261380100010F,,,http://atis.ntpc.gov.tw/ATIS/ShowFrame4CCTV/C000099,4,121.4371,24.97542,wsqq56eu,65000,新北市,13,土城區,626138F,亞洲路,6,NE,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
HSZ,,CCTV092-NC,1006800100090O,,,http://223.200.7.29/jpeg?cam=28,4,120.932821,24.845819,wsmvrgh9,10018,新竹市,2,北區,100680,台68線,1,W,,,,,2022-10-24 00:00:01,2022-10-28 06:30:00,2022-10-24 00:00:01,2022-10-24
TXG,,C000150,6069610400040B,,,http://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000150,1,120.6518661,24.1853134,wsmc9db1,66000,臺中市,6,西屯區,606961B,凱旋路,6,S,,,,,2022-10-24 00:01:16,2022-10-28 06:30:00,2022-10-24 00:01:16,2022-10-24
KHH,,64000C000362,6201480000090E,,,https://cctv6.kctmc.nat.gov.tw/a11dfaba,1,120.3492,22.62777,wsj8dx78,64000,高雄市,12,鳳山區,620148E,青年路二段,6,N,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
TPE,,T000027,6006080000020A,,,http://control.bote.gov.taipei/view_camera.html?ccd_id=27,1,121.50698,25.05073,wsqqsbqe,63000,臺北市,6,大同區,600608A,環河北路一段,6,N,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
NWT,,C000319,6269790000030F,,,http://atis.ntpc.gov.tw/ATIS/ShowFrame17CCTV/C000319,1,121.4525,25.00071,wsqq5xpp,65000,新北市,1,板橋區,626979F,華東街,6,N,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-4R,CCTV-43-0110-020-03,3001100102067U,,,https://cctv-ss01.thb.gov.tw:443/T11-020K+904-1,1,121.571514,23.806066,wsnrqmv8,10015,花蓮縣,6,壽豐鄉,300110,台11線,3,N,,,020K+904,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-3R,CCTV-33-0110-162-01,6843540700070V,,,https://cctv-ss04.thb.gov.tw:443/T11-162K+700,1,121.162078,22.75621,wsn1mnes,10014,臺東縣,1,臺東市,684354V,台11線,6,NW,,,162K+700,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-2R,CCTV-28-0630-004-01,3006300000440B,,,https://cctv-ss04.thb.gov.tw:443/T63-004K+750,1,120.664301,24.0875937,wsmc1c10,66000,臺中市,28,大里區,300630,台63線,3,S,,,4K+750,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-4R,CCTV-42-0090-137-06,3000900013709G,,,https://cctv-ss04.thb.gov.tw:443/T9-137K+211(S),1,121.778969,24.366801,wsqde5ud,10002,宜蘭縣,12,南澳鄉,300090,台9線,3,S,,,137K+211,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-2R,CCTV-21-0610-130-03,1006100013100K,,,https://cctv-ss04.thb.gov.tw:443/T61-130K+740,1,120.6329563,24.4338443,wsmg1041,10005,苗栗縣,2,苑裡鎮,100610,台61線,1,S,,,130K+740,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-1R,CCTV-14-0020-107-01,3000200110672F,,,https://cctv-ss01.thb.gov.tw:443/T2-107K+000,1,121.9929,25.0122,wsqy212d,65000,新北市,26,貢寮區,300020,台2線,3,W,,,107K+000,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-2R,CCTV-24-014B-003-01,3001420100375M,,,https://cctv-ss04.thb.gov.tw:443/T14B-3K+700,1,120.654028,23.982444,wsmb3tce,10008,南投縣,3,草屯鎮,300142,台14乙線,3,W,,,3K+700,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
NWT,,C000270,6274300600020F,,,http://atis.ntpc.gov.tw/ATIS/ShowFrame4CCTV/C000270,2,121.49335,25.00609,wsqqk8hz,65000,新北市,3,中和區,627430F,橋和路,6,W,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
TXG,,C000135,6078920500030B,,,http://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000135,1,120.64751,24.196545,wsmc9kug,66000,臺中市,6,西屯區,607892B,環中路二段,6,SW,,,,,2022-10-24 00:01:16,2022-10-28 06:30:00,2022-10-24 00:01:16,2022-10-24
THB,THB-1R,CCTV-17-0620-003-01,1006200000310C,,,https://cctv-ss02.thb.gov.tw:443/T62-3K+360,1,121.6933,25.11514,wsqwchn6,10017,基隆市,2,七堵區,100620,台62線,1,E,,,3K+360,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TPE,,T000250,6000300400030A,,,http://control.bote.gov.taipei/view_camera.html?ccd_id=250,1,121.52564,25.08406,wsqqtqkm,63000,臺北市,11,士林區,600030A,中山北路五段,6,S,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
HSZ,,CCTV105-EC,6610940300000O,,,http://223.200.7.29/jpeg?cam=41,1,120.971898,24.812155,wsqj0ucj,10018,新竹市,1,東區,661094O,民權路,6,SE,,,,,2022-10-24 00:00:01,2022-10-28 06:30:00,2022-10-24 00:00:01,2022-10-24
THB,THB-2R,CCTV-24-0030-220-01,3000300021986M,,,https://cctv-ss03.thb.gov.tw:443/T3-220K+000,1,120.697032,23.848415,wsjzdt2z,10008,南投縣,6,名間鄉,300030,台3線,3,S,,,220K+000,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-3R,CCTV-33-0090-382-01,3000900038280V,,,https://cctv-ss05.thb.gov.tw:443/T9-382K+950,1,121.0195617,22.6476027,wsn0cfgg,10014,臺東縣,9,太麻里鄉,300090,台9線,3,S,,,382K+950,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-1R,CCTV-12-009A-009-01,3000910100862F,,,https://cctv-ss03.thb.gov.tw:443/T9A-9K+700,1,121.5506,24.89128,wsqmtgq6,65000,新北市,6,新店區,300091,台9甲線,3,N,,,9K+700,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
NWT,,C000014,6274400100010F,,,http://atis.ntpc.gov.tw/ATIS/ShowFrame4CCTV/C000014,2,121.46463,25.01389,wsqq7cxu,65000,新北市,1,板橋區,627440F,縣民大道二段,6,NE,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
TXG,,C000048,6046910300030B,,,http://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000048,1,120.658009,24.195746,wsmc9ssq,66000,臺中市,6,西屯區,604691B,中清路二段,6,SE,,,,,2022-10-24 00:01:16,2022-10-28 06:30:00,2022-10-24 00:01:16,2022-10-24
THB,THB-4R,CCTV-42-0090-107-02,3000900110792G,,,https://cctv-ss03.thb.gov.tw:443/T9-107K+924,1,121.843192,24.562602,wsqesx7x,10002,宜蘭縣,3,蘇澳鎮,300090,台9線,3,N,,,107K+924,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-3R,CCTV-32-0170-267-001,3001700126762T,,,https://cctv-ss04.thb.gov.tw:443/T17-267K+800,1,120.5511985,22.4143915,wevxx0qt,10013,屏東縣,21,佳冬鄉,300170,台17線,3,N,,,267K+800,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
NWT,,C000039,6257000300010F,,,http://atis.ntpc.gov.tw/ATIS/ShowFrame4CCTV/C000039,4,121.47023,25.01983,wsqqk4ez,65000,新北市,1,板橋區,625700F,民生路二段,6,SE,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
